project,previous_name,permittee,subwatershed,project_type,description,latitude,longitude,required_completion_date,actual_completion_date,capital_costs,cum_om_costs,funding_sources,project_footprint,drainage,projected_storage_capacity,actual_storage_24,actual_storage,cum_volume,WMG,Latitude,Longitude,cum_volume_raw,cum_volume_clean
"LOS PALACIOS DRIVE, ET AL",Not Applicable,Unincorporated LA County,San Jose Creek,"Green Street, Bioretention",biofiltration feature with curb cutouts to treat stormwater before entering existing storm drain system,33.990848999999997,-117.903853,Not Applicable,2016-03-31T00:00:00Z,7500,3813.7,Other State Program,0.00 ac,0.02 ac,Not Applicable,0.00 ac-ft,0.00 ac-ft,NA,Upper San Gabriel River,33.990849,-117.903853,7.4453000000000005E-2,7.4453000000000005-2
Maine Avenue Complete Street Phase 1A,Not Applicable,Baldwin Park,San Gabriel River,"Green Street, Bioretention","1 BMP: Green Street, Bioretention",34.096446999999998,-117.960474,Not Applicable,2019-03-08T00:00:00Z,3018466,0,Not Applicable,0.01 ac,3.44 ac,0.00 ac-ft,0.13 ac-ft,0.00 ac-ft,0,Upper San Gabriel River,34.096447,-117.960474,0,0
Maine Avenue Complete Street Phase 1B,Not Applicable,Baldwin Park,San Gabriel River,"Green Street, Bioretention","1 BMP: Green Street, Bioretention",34.105007999999998,-117.960581,Not Applicable,2021-03-05T00:00:00Z,0,0,Not Applicable,0.01 ac,3.44 ac,0.00 ac-ft,0.29 ac-ft,0.00 ac-ft,0,Upper San Gabriel River,34.105008,-117.960581,0,0
MAPLEGROVE ST ET AL PLAN A,Not Applicable,Unincorporated LA County,Puente Creek,"Green Street, Bioretention",biofiltration feature with curb cutouts to treat stormwater before entering existing storm drain system,34.040962999999998,-117.931039,Not Applicable,2015-04-20T00:00:00Z,7500,4813.7,Other State Program,0.00 ac,0.02 ac,Not Applicable,0.00 ac-ft,0.00 ac-ft,NA,Upper San Gabriel River,34.040963,-117.931039,8.3586999999999995E-2,8.3586999999999995-2
Marcelin Drive Green Street,Not Applicable,Industry,San Jose Creek,"Green Street, Biofiltration","A serise of bioswales, along roadway, upstream of catch basins designed to capture 85th percentile runoff and treat prior to entering catch basin.",34.010710000000003,-117.83156,44075,2020-09-01T00:00:00Z,216000,2565,Other Municipal Program,0.10 ac,13.15 ac,0.00 ac-ft,0.04 ac-ft,0.00 ac-ft,0,Upper San Gabriel River,34.01071,-117.83156,0,0
Orangewood Park Dry Wells and Pervious Pavement,Not Applicable,West Covina,Walnut Creek,"LID Retrofit, Bioretention","LID Retrofit, Bioretention",34.064469000000003,-117.94790500000001,Not Applicable,2017-01-02T00:00:00Z,250000,0,Municipal General Fund,0.01 ac,5.74 ac,0.00 ac-ft,0.58 ac-ft,0.43 ac-ft,31.96465,Upper San Gabriel River,34.064469,-117.947905,31.964649999999999,31.964649999999999
Parkway Basins Water Quality Improvement Project,Not Applicable,Unincorporated LA County,San Gabriel River,"Green Street, Bioretention",bioretention feature with curb cutouts to capture stormwater runoff,34.058841999999999,-117.969177,Not Applicable,2019-09-09T00:00:00Z,4000,0,Not Applicable,0.00 ac,13.29 ac,Not Applicable,0.05 ac-ft,0.00 ac-ft,1.391035,Upper San Gabriel River,34.058842,-117.969177,1.391035,1.391035
Parkway Basins Water Quality Improvement Project,Not Applicable,Unincorporated LA County,Walnut Creek,"Green Street, Bioretention",bioretention feature with curb cutouts to capture stormwater runoff,34.062038000000001,-117.976883,Not Applicable,2019-05-01T00:00:00Z,4000,0,Not Applicable,0.00 ac,1.95 ac,Not Applicable,0.04 ac-ft,0.00 ac-ft,0.974672,Upper San Gabriel River,34.062038,-117.976883,0.97467199999999998,0.97467199999999998
Parkway Basins Water Quality Improvement Project,Not Applicable,Unincorporated LA County,San Gabriel River,"Green Street, Bioretention",bioretention feature with curb cutouts to capture stormwater runoff,33.963723000000002,-118.073121,Not Applicable,2019-04-11T00:00:00Z,4000,0,Not Applicable,0.01 ac,0.23 ac,Not Applicable,0.04 ac-ft,0.01 ac-ft,0.335594,Upper San Gabriel River,33.963723,-118.073121,0.335594,0.335594
Parkway Basins Water Quality Improvement Project,Not Applicable,Unincorporated LA County,San Gabriel River,"Green Street, Bioretention",bioretention feature with curb cutouts to capture stormwater runoff,33.963169999999998,-118.07204,Not Applicable,2019-03-15T00:00:00Z,4000,0,Not Applicable,0.00 ac,1.72 ac,Not Applicable,0.00 ac-ft,0.00 ac-ft,NA,Upper San Gabriel River,33.96317,-118.07204,3.9841000000000001E-2,3.9841000000000001-2
Parkway Basins Water Quality Improvement Project,Not Applicable,Unincorporated LA County,San Gabriel River,"Green Street, Bioretention",bioretention feature with curb cutouts to capture stormwater runoff,33.964129,-118.077589,Not Applicable,2019-03-15T00:00:00Z,4000,0,Not Applicable,0.00 ac,0.79 ac,Not Applicable,0.01 ac-ft,0.00 ac-ft,0.370058,Upper San Gabriel River,33.964129,-118.077589,0.370058,0.370058
Parkway Basins Water Quality Improvement Project,Not Applicable,Unincorporated LA County,San Gabriel River,"Green Street, Bioretention",bioretention feature with curb cutouts to capture stormwater runoff,33.964669999999998,-118.07719299999999,Not Applicable,2019-02-23T00:00:00Z,4000,0,Not Applicable,0.00 ac,5.20 ac,Not Applicable,0.00 ac-ft,0.00 ac-ft,0.113379,Upper San Gabriel River,33.96467,-118.077193,0.11337899999999999,0.11337899999999999
Parkway Basins Water Quality Improvement Project,Not Applicable,Unincorporated LA County,San Gabriel River,"Green Street, Bioretention",bioretention feature with curb cutouts to capture stormwater runoff,33.964520999999998,-118.077247,Not Applicable,2019-02-23T00:00:00Z,4000,0,Not Applicable,0.00 ac,2.99 ac,Not Applicable,0.01 ac-ft,0.00 ac-ft,0.235026,Upper San Gabriel River,33.964521,-118.077247,0.23502600000000001,0.23502600000000001
"Sigman St, et al",Not Applicable,Unincorporated LA County,San Jose Creek,"Green Street, Bioretention",biofiltration feature with curb cutouts to treat stormwater before entering existing storm drain system,34.003956000000002,-117.95826599999999,Not Applicable,2015-05-13T00:00:00Z,7500,4813.7,Other State Program,0.00 ac,0.01 ac,Not Applicable,0.00 ac-ft,0.00 ac-ft,NA,Upper San Gabriel River,34.003956,-117.958266,2.4296000000000002E-2,2.4296000000000002-2
"Sigman St, et al",Not Applicable,Unincorporated LA County,San Jose Creek,"Green Street, Bioretention",biofiltration feature with curb cutouts to treat stormwater before entering existing storm drain system,34.001075,-117.957511,Not Applicable,2015-05-13T00:00:00Z,7500,4813.7,Other State Program,0.00 ac,0.01 ac,Not Applicable,0.00 ac-ft,0.00 ac-ft,NA,Upper San Gabriel River,34.001075,-117.957511,2.8213999999999999E-2,2.8213999999999999-2
"Sigman St, et al",Not Applicable,Unincorporated LA County,San Jose Creek,"Green Street, Bioretention",biofiltration feature with curb cutouts to treat stormwater before entering existing storm drain system,34.002068999999999,-117.959698,Not Applicable,2015-05-13T00:00:00Z,7500,4813.7,Other State Program,0.00 ac,0.01 ac,Not Applicable,0.00 ac-ft,0.00 ac-ft,NA,Upper San Gabriel River,34.002069,-117.959698,2.8213999999999999E-2,2.8213999999999999-2
Susan Rubio Zocalo Park and Civic Plaza,Not Applicable,Baldwin Park,Walnut Creek,"LID Retrofit, Bioretention",1 BMP: Bioretention,34.085346309999998,-117.96140629999999,Not Applicable,2024-12-04T00:00:00Z,11070000,0,Not Applicable,2.75 ac,2.75 ac,Not Applicable,0.61 ac-ft,0.61 ac-ft,0,Upper San Gabriel River,34.08534631,-117.9614063,0,0
"Tranbarger St, et al",Not Applicable,Unincorporated LA County,San Jose Creek,"Green Street, Bioretention",biofiltration feature with curb cutouts to treat stormwater before entering existing storm drain system,33.989243000000002,-117.876195,Not Applicable,2015-10-26T00:00:00Z,7500,4313.7,Other Municipal Program,0.00 ac,0.01 ac,Not Applicable,0.00 ac-ft,0.00 ac-ft,NA,Upper San Gabriel River,33.989243,-117.876195,2.5662999999999998E-2,2.5662999999999998-2
"Tranbarger St, et al",Not Applicable,Unincorporated LA County,San Jose Creek,"Green Street, Bioretention",biofiltration feature with curb cutouts to treat stormwater before entering existing storm drain system,33.993906000000003,-117.88131799999999,Not Applicable,2015-10-26T00:00:00Z,7500,4313.7,Other Municipal Program,0.00 ac,0.01 ac,Not Applicable,0.00 ac-ft,0.00 ac-ft,NA,Upper San Gabriel River,33.993906,-117.881318,2.4908E-2,2.4908-2
"Tranbarger St, et al",Not Applicable,Unincorporated LA County,San Jose Creek,"Green Street, Bioretention",biofiltration feature with curb cutouts to treat stormwater before entering existing storm drain system,33.993893,-117.88140799999999,Not Applicable,2015-10-26T00:00:00Z,7500,4313.7,Other Municipal Program,0.00 ac,0.01 ac,Not Applicable,0.00 ac-ft,0.00 ac-ft,NA,Upper San Gabriel River,33.993893,-117.881408,2.5662999999999998E-2,2.5662999999999998-2
Valley Boulevard,Not Applicable,Unincorporated LA County,San Gabriel River,"Green Street, Bioretention",bioretention feature with curb cutouts to capture stormwater runoff,34.040906999999997,-117.983724,Not Applicable,2014-11-10T00:00:00Z,7500,3658.5,Other Municipal Program,0.00 ac,0.08 ac,Not Applicable,0.03 ac-ft,0.00 ac-ft,0.529151,Upper San Gabriel River,34.040907,-117.983724,0.52915100000000004,0.52915100000000004
Valley Boulevard,Not Applicable,Unincorporated LA County,San Gabriel River,"Green Street, Bioretention",bioretention feature with curb cutouts to capture stormwater runoff,34.041882000000001,-117.98514299999999,Not Applicable,2014-11-10T00:00:00Z,7500,3658.5,Other Municipal Program,0.00 ac,0.08 ac,Not Applicable,0.03 ac-ft,0.00 ac-ft,0.529151,Upper San Gabriel River,34.041882,-117.985143,0.52915100000000004,0.52915100000000004
Valley Boulevard,Not Applicable,Unincorporated LA County,San Gabriel River,"Green Street, Bioretention",bioretention feature with curb cutouts to capture stormwater runoff,34.041938000000002,-117.985229,Not Applicable,2014-11-10T00:00:00Z,7500,3658.5,Other Municipal Program,0.00 ac,0.08 ac,Not Applicable,0.03 ac-ft,0.00 ac-ft,0.529151,Upper San Gabriel River,34.041938,-117.985229,0.52915100000000004,0.52915100000000004
Valley Boulevard,Not Applicable,Unincorporated LA County,San Gabriel River,"Green Street, Bioretention",bioretention feature with curb cutouts to capture stormwater runoff,34.041220000000003,-117.984183,Not Applicable,2014-11-10T00:00:00Z,7500,3658.5,Other Municipal Program,0.00 ac,0.08 ac,Not Applicable,0.03 ac-ft,0.00 ac-ft,0.529151,Upper San Gabriel River,34.04122,-117.984183,0.52915100000000004,0.52915100000000004
Valley Boulevard,Not Applicable,Unincorporated LA County,San Jose Creek,"Green Street, Bioretention",bioretention feature with curb cutouts to capture stormwater runoff,34.036490000000001,-117.97730300000001,Not Applicable,2014-11-10T00:00:00Z,7500,4236.2,Other Municipal Program,0.00 ac,0.09 ac,Not Applicable,0.03 ac-ft,0.00 ac-ft,0.599146,Upper San Gabriel River,34.03649,-117.977303,0.59914599999999996,0.59914599999999996
Valley Boulevard,Not Applicable,Unincorporated LA County,San Jose Creek,"Green Street, Bioretention",bioretention feature with curb cutouts to capture stormwater runoff,34.035632,-117.976061,Not Applicable,2014-11-10T00:00:00Z,7500,4236.2,Other Municipal Program,0.00 ac,0.09 ac,Not Applicable,0.03 ac-ft,0.00 ac-ft,0.599146,Upper San Gabriel River,34.035632,-117.976061,0.59914599999999996,0.59914599999999996
Valley Boulevard,Not Applicable,Unincorporated LA County,San Jose Creek,"Green Street, Bioretention",bioretention feature with curb cutouts to capture stormwater runoff,34.036599000000002,-117.977459,Not Applicable,2014-11-10T00:00:00Z,7500,4236.2,Other Municipal Program,0.00 ac,0.09 ac,Not Applicable,0.03 ac-ft,0.00 ac-ft,0.599146,Upper San Gabriel River,34.036599,-117.977459,0.59914599999999996,0.59914599999999996
Valley Boulevard,Not Applicable,Unincorporated LA County,San Jose Creek,"Green Street, Bioretention",bioretention feature with curb cutouts to capture stormwater runoff,34.035809999999998,-117.976321,Not Applicable,2014-11-10T00:00:00Z,7500,4236.2,Other Municipal Program,0.00 ac,0.09 ac,Not Applicable,0.03 ac-ft,0.00 ac-ft,0.599146,Upper San Gabriel River,34.03581,-117.976321,0.59914599999999996,0.59914599999999996
Valley Boulevard,Not Applicable,Unincorporated LA County,San Jose Creek,"Green Street, Bioretention",bioretention feature with curb cutouts to capture stormwater runoff,34.036121000000001,-117.976772,Not Applicable,2014-11-10T00:00:00Z,7500,4236.2,Other Municipal Program,0.00 ac,0.09 ac,Not Applicable,0.03 ac-ft,0.00 ac-ft,0.599146,Upper San Gabriel River,34.036121,-117.976772,0.59914599999999996,0.59914599999999996
Valley Boulevard,Not Applicable,Unincorporated LA County,San Jose Creek,"Green Street, Bioretention",bioretention feature with curb cutouts to capture stormwater runoff,34.036752,-117.977687,Not Applicable,2014-11-10T00:00:00Z,7500,4236.2,Other Municipal Program,0.00 ac,0.09 ac,Not Applicable,0.03 ac-ft,0.00 ac-ft,0.599146,Upper San Gabriel River,34.036752,-117.977687,0.59914599999999996,0.59914599999999996
Valley Boulevard,Not Applicable,Unincorporated LA County,San Jose Creek,"Green Street, Bioretention",bioretention feature with curb cutouts to capture stormwater runoff,34.038849999999996,-117.98075,Not Applicable,2014-11-10T00:00:00Z,7500,3658.5,Other Municipal Program,0.00 ac,0.08 ac,Not Applicable,0.03 ac-ft,0.00 ac-ft,0.527356,Upper San Gabriel River,34.03885,-117.98075,0.52735600000000005,0.52735600000000005
Valley Boulevard,Not Applicable,Unincorporated LA County,San Jose Creek,"Green Street, Bioretention",bioretention feature with curb cutouts to capture stormwater runoff,34.036990000000003,-117.978041,Not Applicable,2014-11-10T00:00:00Z,7500,4236.2,Other Municipal Program,0.00 ac,0.09 ac,Not Applicable,0.03 ac-ft,0.00 ac-ft,0.599146,Upper San Gabriel River,34.03699,-117.978041,0.59914599999999996,0.59914599999999996
Wingate Park 2,Not Applicable,Covina,Walnut Creek,"LID Retrofit, Biofiltration",Bioretention,34.093494999999997,-117.86425699999999,Not Applicable,2016-01-02T00:00:00Z,250000,12300,Not Applicable,0.05 ac,0.11 ac,Not Applicable,0.61 ac-ft,0.01 ac-ft,0.927912,Upper San Gabriel River,34.093495,-117.864257,0.92791199999999996,0.92791199999999996
Workman Mill Rd Phase II,Not Applicable,Unincorporated LA County,San Gabriel River,"Green Street, Bioretention",bioretention feature with curb cutouts to capture stormwater runoff,34.043933000000003,-117.99394100000001,Not Applicable,2014-01-27T00:00:00Z,23000,53137.599999999999,Other State Program,0.02 ac,2.85 ac,Not Applicable,0.18 ac-ft,0.14 ac-ft,13.626455,Upper San Gabriel River,34.043933,-117.993941,13.626455,13.626455
Anaheim Street Rehabilitation,Not Applicable,Long Beach,Port of Long Beach Receiving Water,"Green Street, Biofiltration",Rehabilitation of street. Added landscaping with bioswales and FTC devices.,33.782890000000002,-118.21237000000001,Not Applicable,2014-08-12T00:00:00Z,11337000,0,Not Applicable,0.02 ac,6.02 ac,Not Applicable,0.47 ac-ft,0.03 ac-ft,7.99371,POLB,33.78289,-118.21237,7.9937100000000001,7.9937100000000001
Construction Yard,Not Applicable,Long Beach,Port of Long Beach Receiving Water,"LID Retrofit, Biofiltration",Construct parking lot for Port Maintenance with 3 bioswales,33.753070000000001,-118.19856,Not Applicable,2018-10-25T00:00:00Z,4009000,0,Not Applicable,0.03 ac,3.02 ac,Not Applicable,0.65 ac-ft,0.01 ac-ft,4.880347,POLB,33.75307,-118.19856,4.8803470000000004,4.8803470000000004
Fire Station 15,Not Applicable,Long Beach,Port of Long Beach Receiving Water,"LID Retrofit, Bioretention","Improved and modernized facilities and response capabilities. Includes media filtration vault to capture trash, debris, hydrocarbon, nutrients, and bacteria; 5 vegetated swales.",33.747627000000001,-118.21503199999999,Not Applicable,2021-04-30T00:00:00Z,0,0,"Other Federal Program, Other Municipal Program",0.01 ac,1.05 ac,Not Applicable,0.15 ac-ft,0.02 ac-ft,0.9295000000000002,POLB,33.747627,-118.215032,0.92949999999999999,0.92949999999999999
Fire Station 20,Not Applicable,Long Beach,Port of Long Beach Receiving Water,Other (specify),"Improved and modernized facilities and response capabilities to include BMPs within all catch basins, including BioClean Water Polishers and catch basin filter inserts",33.770277,-118.209722,Not Applicable,2024-03-07T00:00:00Z,0,0,"Other Federal Program, Other Municipal Program",0.00 ac,0.90 ac,Not Applicable,0.00 ac-ft,0.00 ac-ft,0,POLB,33.770277,-118.209722,0,0
Fourth track at Ocean,Not Applicable,Long Beach,Port of Long Beach Receiving Water,Other (specify),"Rail track realignment, install 6 FTC inlet filters",33.762810000000002,-118.20712,Not Applicable,2023-11-27T00:00:00Z,28400000,0,Not Applicable,0.00 ac,7.40 ac,Not Applicable,0.00 ac-ft,0.00 ac-ft,0,POLB,33.76281,-118.20712,0,0
Harbor Scenic Dr and Pier J Intersection Improvement Project,Not Applicable,Long Beach,Port of Long Beach Receiving Water,"Green Street, Biofiltration",Street improvements with vegetated swales,33.748868999999999,-118.190682,Not Applicable,2018-05-01T00:00:00Z,9000000,0,"Other State Program, Other Federal Program, Other Municipal Program",0.09 ac,3.10 ac,Not Applicable,2.32 ac-ft,0.17 ac-ft,9.553075,POLB,33.748869,-118.190682,9.5530749999999998,9.5530749999999998
Middle Harbor Redevelopment Project,Not Applicable,Long Beach,Port of Long Beach Receiving Water,Other (specify),Combining two terminals into one with upgraded facilities that includes improved stormwater treatement through hydrodynamic separators at all outfalls. The project also included dredging of contaminated sediment in the harbor.,33.751140380000002,-118.2142479,Not Applicable,2021-08-30T00:00:00Z,1493000000,0,"Other State Program, Other Federal Program, Other Municipal Program",0.00 ac,349.00 ac,Not Applicable,0.00 ac-ft,0.00 ac-ft,0,POLB,33.75114038,-118.2142479,0,0
New GD Bridge Replacement Project,Not Applicable,Long Beach,Port of Long Beach Receiving Water,"Green Street, Biofiltration","2 infiltration trenches, 5 bioswales and 3 flow-based treatment (filters).",33.765625999999997,-118.218932,Not Applicable,2021-09-30T00:00:00Z,1561000000,0,"CalTrans, Other Federal Program, Other Municipal Program",0.11 ac,6.20 ac,Not Applicable,3.07 ac-ft,0.39 ac-ft,8.157166,POLB,33.765626,-118.218932,8.1571660000000001,8.1571660000000001
Ocean Blvd Bike Trail,Not Applicable,Long Beach,Port of Long Beach Receiving Water,Other (specify),Bike path on new bridge drains to existing biofiltration constructed during the New GD Bridge Replacement project and adds 2 FTC inlet filters,33.766240000000003,-118.20838999999999,Not Applicable,2022-09-08T00:00:00Z,8506000,0,Not Applicable,0.00 ac,0.16 ac,Not Applicable,0.00 ac-ft,0.00 ac-ft,0,POLB,33.76624,-118.20839,0,0
Pier G and J Doubletrack,Not Applicable,Long Beach,Port of Long Beach Receiving Water,Other (specify),Rail network efficiency project within the Port of Long Beach. Construction will include catch basin filter inserts within existing and proposed drain inlets.,33.745426000000002,-118.18980500000001,Not Applicable,2022-04-28T00:00:00Z,34700000,0,"Other State Program, Other Federal Program, Other Municipal Program",0.00 ac,11.40 ac,Not Applicable,0.00 ac-ft,0.00 ac-ft,0,POLB,33.745426,-118.189805,0,0
Pier G Ave Infrastructure,Not Applicable,Long Beach,Port of Long Beach Receiving Water,Other (specify),"Roadway paving and stormdrain upgrades, installing 8 FTC inlet filters and 5 CPS",33.751312400000003,-118.20466999999999,Not Applicable,2023-02-28T00:00:00Z,13500000,0,Not Applicable,0.00 ac,5.50 ac,Not Applicable,0.00 ac-ft,0.00 ac-ft,0,POLB,33.7513124,-118.20467,0,0
Pier G Wharf Extension,Not Applicable,Long Beach,Port of Long Beach Receiving Water,Other (specify),Wharf extension project with hydrodynamic separator and certified full trash capture device,33.743983999999998,-118.196569,Not Applicable,2023-03-31T00:00:00Z,27700000,0,"Other State Program, Other Municipal Program",0.00 ac,2.05 ac,Not Applicable,0.00 ac-ft,0.00 ac-ft,0,POLB,33.743984,-118.196569,0,0
Pier J Bike and Pedestrian Path,Not Applicable,Long Beach,Port of Long Beach Receiving Water,"Green Street, Bioretention",A new bike and pedestrian pathway to connect users to the entire Queen Mary/Pier J area from downtown via the Queens Way Bridge. The project includes infiltration BMPs for stormwater treatment.,33.742463999999998,-118.18768,Not Applicable,2021-03-30T00:00:00Z,18200000,0,"CalTrans, Other State Program, Other Municipal Program",0.47 ac,3.95 ac,Not Applicable,11.11 ac-ft,0.04 ac-ft,8.044329,POLB,33.742464,-118.18768,8.0443289999999994,8.0443289999999994
